SchoolYear,Dist,District,Beginning Grade 9 Students,Transferred In,Dropouts Year 1,Dropouts Year 2,Dropouts Year 3,Dropouts Year 4,Dropouts Year 5,Transferred Out,Adjusted Cohort,Graduates,Continuing,Adjusted 5-Year Cohort Graduation Rate,Cohort dropout rate,Continuing Rate
2011-12,20400,Trout Lake,6,2,0,0,0,0,0,1,7,7,0,100.0,0.0,0.0
2011-12,17406,Tukwila,108,77,2,5,4,3,2,89,96,74,6,77.1,16.7,6.3
2011-12,34033,Tumwater,238,85,2,0,4,5,3,102,221,201,6,91.0,6.3,2.7
2011-12,27083,University Place,223,89,1,3,6,9,1,125,187,163,4,87.2,10.7,2.1
2011-12,33070,Valley,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a
2011-12,06037,Vancouver,794,341,2,11,36,50,50,342,793,624,20,78.7,18.8,2.5
2011-12,17402,Vashon Island,58,15,0,1,1,1,0,16,57,53,1,93.0,5.3,1.8
2011-12,34975,WA State Center for Childhood Deafness and Hearing Loss,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a
2011-12,35200,Wahkiakum,14,8,0,0,0,1,1,6,16,13,1,81.3,12.5,6.3
2011-12,13073,Wahluke,5,83,2,2,2,5,6,19,69,52,0,75.4,24.6,0.0
2011-12,36401,Waitsburg,16,13,0,0,0,1,0,11,18,17,0,94.4,5.6,0.0
2011-12,36140,Walla Walla,237,108,0,0,5,13,8,84,261,225,10,86.2,10.0,3.8
2011-12,39207,Wapato,131,48,2,1,6,10,6,60,119,93,1,78.2,21.0,0.8
2011-12,13146,Warden,36,14,1,1,2,2,2,19,31,23,0,74.2,25.8,0.0
2011-12,34974,Washington State School for the Blind,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a
2011-12,06112,Washougal,116,51,1,4,3,3,6,53,114,97,0,85.1,14.9,0.0
2011-12,01109,Washtucna,3,5,0,0,0,0,0,5,3,3,0,100.0,0.0,0.0
2011-12,09209,Waterville,11,2,0,0,0,0,1,8,5,4,0,80.0,20.0,0.0
2011-12,33049,Wellpinit,15,6,0,0,1,2,0,9,12,9,0,75.0,25.0,0.0
2011-12,04246,Wenatchee,291,140,6,5,15,31,27,76,355,251,20,70.7,23.7,5.6
2011-12,32363,West Valley (Spokane),107,43,1,1,0,0,0,69,81,77,2,95.1,2.5,2.5
2011-12,39208,West Valley (Yakima),190,66,1,3,7,5,2,93,163,143,2,87.7,11.0,1.2
2011-12,21303,White Pass,19,9,0,0,1,0,0,8,20,19,0,95.0,5.0,0.0
2011-12,27416,White River,157,42,3,2,4,1,2,69,130,117,1,90.0,9.2,0.8
2011-12,20405,White Salmon Valley,41,21,0,0,1,2,4,12,50,42,1,84.0,14.0,2.0
2011-12,22200,Wilbur,9,5,0,0,0,0,0,9,5,5,0,100.0,0.0,0.0
2011-12,25160,Willapa Valley,11,1,0,0,0,0,0,2,10,10,0,100.0,0.0,0.0
2011-12,13167,Wilson Creek,5,2,0,1,0,0,0,3,4,3,0,75.0,25.0,0.0
2011-12,21232,Winlock,30,28,0,0,0,3,1,28,30,23,3,76.7,13.3,10.0
2011-12,14117,Wishkah Valley,8,2,0,0,0,0,0,6,4,4,0,100.0,0.0,0.0
2011-12,20094,Wishram,3,3,0,0,0,0,0,3,3,3,0,100.0,0.0,0.0
2011-12,08404,Woodland,93,45,1,2,0,3,2,44,94,86,0,91.5,8.5,0.0
2011-12,39007,Yakima,502,240,6,6,18,38,36,206,536,393,39,73.3,19.4,7.3
2011-12,34002,Yelm,193,135,0,1,5,10,11,105,223,182,14,81.6,12.1,6.3
2011-12,39205,Zillah,55,16,0,0,2,0,0,24,47,45,0,95.7,4.3,0.0
