SchoolYear,Dist,District,Began Grade 9 in Washington,Transferred Into Washington,Dropouts Year 1,Dropouts Year 2,Dropouts Year 3,Dropouts Year 4,Dropouts Year 5,Transferred Out,Adjusted Cohort,Graduates,Continuing,Adjusted 5-Year Cohort Graduation Rate,Cohort dropout rate,Continuing Rate
2012-13,32081,Spokane,1648,208,29,24,75,88,52,171,1685,1387,30,82.3,15.9,1.8
2012-13,22008,Sprague,4,0,0,0,0,0,0,1,3,3,0,100.0,0.0,0.0
2012-13,38322,St. John,12,0,0,0,0,0,0,3,9,9,0,100.0,0.0,0.0
2012-13,31401,Stanwood-Camano,365,42,0,3,11,21,14,25,382,321,12,84.0,12.8,3.1
2012-13,04069,Stehekin,1,0,0,0,0,0,0,1,0,0,0,n/a,n/a,n/a
2012-13,27001,Steilacoom Hist.,115,39,0,5,6,5,2,25,129,111,0,86.0,14.0,0.0
2012-13,30303,Stevenson-Carson,101,24,8,16,22,1,2,21,104,54,1,51.9,47.1,1.0
2012-13,31311,Sultan,139,20,3,10,5,90,13,22,137,0,16,0.0,88.3,11.7
2012-13,27320,Sumner,589,61,4,4,14,27,16,61,589,513,11,87.1,11.0,1.9
2012-13,39201,Sunnyside,39,13,0,0,3,3,1,6,46,39,0,84.8,15.2,0.0
2012-13,27010,Tacoma,992,197,13,24,65,79,65,151,1038,760,32,73.2,23.7,3.1
2012-13,14077,Taholah,1,0,0,0,0,0,0,0,1,1,0,100.0,0.0,0.0
2012-13,17409,Tahoma,436,44,2,2,9,11,9,45,435,399,3,91.7,7.6,0.7
2012-13,38265,Tekoa,14,3,0,0,1,3,0,3,14,10,0,71.4,28.6,0.0
2012-13,34402,Tenino,82,14,0,0,3,6,4,18,78,62,3,79.5,16.7,3.8
2012-13,19400,Thorp,9,2,0,0,1,0,1,0,11,9,0,81.8,18.2,0.0
2012-13,21237,Toledo,73,15,1,0,1,4,1,10,78,69,2,88.5,9.0,2.6
2012-13,24404,Tonasket,71,4,0,0,1,3,5,8,67,57,1,85.1,13.4,1.5
2012-13,39202,Toppenish,42,11,1,5,0,11,10,11,42,10,5,23.8,64.3,11.9
2012-13,36300,Touchet,15,3,0,0,0,1,0,2,16,15,0,93.8,6.3,0.0
2012-13,08130,Toutle Lake,49,6,0,0,1,0,2,6,49,44,2,89.8,6.1,4.1
2012-13,20400,Trout Lake,13,4,0,1,0,1,0,4,13,11,0,84.6,15.4,0.0
2012-13,17406,Tukwila,47,3,0,2,3,4,1,5,45,33,2,73.3,22.2,4.4
2012-13,34033,Tumwater,421,44,2,7,9,36,17,30,435,356,8,81.8,16.3,1.8
2012-13,27083,University Place,233,29,1,1,6,10,1,37,225,202,4,89.8,8.4,1.8
2012-13,33070,Valley,1,0,0,0,0,0,0,1,0,0,0,n/a,n/a,n/a
2012-13,06037,Vancouver,1175,200,2,23,60,76,44,193,1182,949,28,80.3,17.3,2.4
2012-13,17402,Vashon Island,117,11,1,0,1,0,0,8,120,117,1,97.5,1.7,0.8
2012-13,34975,WA State Center for Childhood Deafness and Hearing Loss,4,1,0,0,0,0,0,0,5,5,0,100.0,0.0,0.0
2012-13,35200,Wahkiakum,33,3,0,0,2,1,1,2,34,28,2,82.4,11.8,5.9
2012-13,13073,Wahluke,13,1,0,1,1,1,1,0,14,10,0,71.4,28.6,0.0
2012-13,36401,Waitsburg,18,4,0,0,0,2,0,4,18,16,0,88.9,11.1,0.0
2012-13,36140,Walla Walla Public Schools,330,116,2,4,8,18,11,97,349,290,16,83.1,12.3,4.6
2012-13,39207,Wapato,13,3,0,0,1,2,1,2,14,10,0,71.4,28.6,0.0
2012-13,13146,Warden,14,2,1,0,0,1,0,4,12,10,0,83.3,16.7,0.0
2012-13,34979,Washington Military Department,0,1,0,0,0,0,1,0,1,0,0,0.0,100.0,0.0
2012-13,06112,Washougal,180,21,1,3,4,5,4,31,170,147,6,86.5,10.0,3.5
2012-13,01109,Washtucna,3,2,0,0,0,0,0,2,3,3,0,100.0,0.0,0.0
2012-13,09209,Waterville,17,5,0,0,0,0,1,3,19,17,1,89.5,5.3,5.3
2012-13,33049,Wellpinit,2,1,0,0,0,1,0,0,3,2,0,66.7,33.3,0.0
2012-13,04246,Wenatchee,358,58,3,8,18,38,29,32,384,281,7,73.2,25.0,1.8
2012-13,32363,West Valley (Spokane),178,21,2,4,0,1,0,25,174,165,2,94.8,4.0,1.1
2012-13,39208,West Valley (Yakima),263,31,3,1,4,13,9,15,279,245,4,87.8,10.8,1.4
2012-13,21303,White Pass,26,6,0,1,3,1,0,3,29,23,1,79.3,17.2,3.4
2012-13,27416,White River,320,35,1,7,18,17,18,20,335,270,4,80.6,18.2,1.2
2012-13,20405,White Salmon Valley,48,3,0,0,1,5,1,11,40,33,0,82.5,17.5,0.0
2012-13,22200,Wilbur,15,3,0,1,2,0,0,0,18,15,0,83.3,16.7,0.0
2012-13,25160,Willapa Valley,7,1,0,0,0,0,0,0,8,8,0,100.0,0.0,0.0
2012-13,13167,Wilson Creek,3,1,0,0,0,0,0,1,3,3,0,100.0,0.0,0.0
2012-13,21232,Winlock,61,10,0,0,1,1,6,15,56,48,0,85.7,14.3,0.0
2012-13,14117,Wishkah Valley,11,1,0,0,2,0,0,0,12,10,0,83.3,16.7,0.0
2012-13,20094,Wishram,2,0,0,0,0,0,0,1,1,1,0,100.0,0.0,0.0
2012-13,08404,Woodland,148,25,2,4,8,17,4,11,162,122,5,75.3,21.6,3.1
2012-13,39007,Yakima,307,60,10,10,15,50,28,55,312,189,10,60.6,36.2,3.2
2012-13,34002,Yelm,304,54,4,3,9,12,17,68,290,235,10,81.0,15.5,3.4
2012-13,39205,Zillah,60,3,0,0,0,1,0,5,58,57,0,98.3,1.7,0.0
