SchoolYear,Dist,District,Beginning Grade 9 Students,Transferred In,Dropouts Year 1,Dropouts Year 2,Dropouts Year 3,Dropouts Year 4,Dropouts Year 5,Transferred Out,Adjusted Cohort,Graduates,Continuing,Adjusted 5-Year Cohort Graduation Rate,Cohort dropout rate,Continuing Rate
2011-12,33049,Wellpinit,3,2,0,0,0,0,0,3,2,2,0,100.0,0.0,0.0
2011-12,04246,Wenatchee,326,153,4,3,21,42,22,89,390,278,20,71.3,23.6,5.1
2011-12,32363,West Valley (Spokane),189,88,1,1,1,3,0,122,155,144,5,92.9,3.9,3.2
2011-12,39208,West Valley (Yakima),306,91,2,1,10,10,5,133,264,233,3,88.3,10.6,1.1
2011-12,21303,White Pass,35,15,0,0,2,0,0,15,35,32,1,91.4,5.7,2.9
2011-12,27416,White River,286,69,3,1,4,11,4,116,239,212,4,88.7,9.6,1.7
2011-12,20405,White Salmon Valley,50,22,0,1,1,1,3,16,56,48,2,85.7,10.7,3.6
2011-12,22200,Wilbur,12,7,0,0,0,0,0,9,10,10,0,100.0,0.0,0.0
2011-12,25160,Willapa Valley,23,4,0,0,0,2,0,7,20,18,0,90.0,10.0,0.0
2011-12,13167,Wilson Creek,11,4,0,1,0,0,1,6,9,7,0,77.8,22.2,0.0
2011-12,21232,Winlock,53,58,0,1,2,4,2,51,60,46,5,76.7,15.0,8.3
2011-12,14117,Wishkah Valley,13,3,0,0,0,0,0,8,8,8,0,100.0,0.0,0.0
2011-12,20094,Wishram,3,4,0,0,0,0,0,4,3,3,0,100.0,0.0,0.0
2011-12,08404,Woodland,137,69,1,2,3,8,7,57,149,122,6,81.9,14.1,4.0
2011-12,39007,Yakima,302,171,6,5,20,28,30,167,306,198,19,64.7,29.1,6.2
2011-12,34002,Yelm,312,183,0,2,9,23,26,158,337,257,20,76.3,17.8,5.9
2011-12,39205,Zillah,61,16,0,0,0,0,0,20,57,57,0,100.0,0.0,0.0
